paired_condition_id,task_family,split,sampling_strategy,persistence_logit,context_a_environment_rate,context_a_history_actions,context_a_history_outcomes,context_a_history_valence,context_b_environment_rate,context_b_history_actions,context_b_history_outcomes,context_b_history_valence,context_change_point,context_context_return,context_critical_contrast_id,context_cue_probability,context_cue_reliability,context_cue_rule,context_phase_order,prediction_dual_history,prediction_latent_context,prediction_outcome_history,squared_error_dual_history,squared_error_latent_context,squared_error_outcome_history,delta_error_dh_minus_lc,contextual_history
theory_resolution_contextual_v1-03022905e1a36176,debugging,model_discrimination,random,-0.06250000000000003,0.504,"[""disengage"", ""continue"", ""disengage""]","[-1, -1, -1]",negative,0.132,"[""continue"", ""continue"", ""continue""]","[1, -1, 0]",mixed,change_point,B,critical-debugging-00001916,0.95,high,Memory faults respond to allocation diagnostics while protocol faults respond to packet-trace diagnostics.,"[""A1"", ""B"", ""A2""]",0.131645326370891,0.0878790055178984,0.07070632292061724,0.037692407751659794,0.022613845300552125,0.017743924466031763,0.015078562451107669,True
theory_resolution_contextual_v1-0380e4c40ec3f0b0,debugging,model_discrimination,discriminating,0.25,0.207,"[""disengage"", ""continue"", ""disengage""]","[-1, -1, -1]",negative,0.789,"[""continue"", ""continue"", ""continue""]","[1, -1, 0]",mixed,change_point,novel_C,critical-debugging-00003878,0.8,medium,Memory faults respond to allocation diagnostics while protocol faults respond to packet-trace diagnostics.,"[""A1"", ""B"", ""A2""]",0.3159437644534561,0.2807060889868342,0.26551951519200717,0.004348580070292903,0.00094286390086738,0.0002408553517949414,0.0034057161694255227,True
theory_resolution_contextual_v1-0436cf56dbd94721,debugging,model_discrimination,discriminating,-0.5000000000000001,0.801,"[""continue"", ""continue"", ""continue""]","[1, -1, 0]",mixed,0.276,"[""disengage"", ""continue"", ""disengage""]","[-1, -1, -1]",negative,same_environment,novel_C,critical-debugging-00003158,0.95,high,Memory faults respond to allocation diagnostics while protocol faults respond to packet-trace diagnostics.,"[""A1"", ""B"", ""A2""]",-2.036855890836296,-1.57106315186121,-1.9350694151282108,2.3619260291982247,1.1471762752748693,2.059424226236425,1.2147497539233554,True
theory_resolution_contextual_v1-06573bc56d7847b4,bandit,model_discrimination,discriminating,-1.0625,0.697,"[""continue"", ""disengage"", ""continue""]","[1, 1, 1]",positive,0.56,"[""disengage"", ""continue"", ""disengage""]","[1, -1, 0]",mixed,same_environment,novel_C,critical-bandit-00002181,0.95,high,Circuit families are distinguished by audited reward-frequency bands.,"[""A1"", ""B"", ""A2""]",-1.6710182230755304,-1.6260108265571012,-1.6225691642597,0.37029442781500094,0.31754445164706735,0.3136774687545588,0.05274997616793359,True
theory_resolution_contextual_v1-066e33b1830f60ae,debugging,model_discrimination,discriminating,0.625,0.81,"[""continue"", ""continue"", ""continue""]","[1, -1, 0]",mixed,0.159,"[""disengage"", ""continue"", ""disengage""]","[-1, -1, -1]",negative,change_point,novel_C,critical-debugging-00000647,0.95,high,Subsystem signatures identify independently reproduced causal failures.,"[""A1"", ""B"", ""A2""]",-0.23022324454417692,0.24295696572242487,-0.1253608675466179,0.7314067980086691,0.14595688004001645,0.563041431545313,0.5854499179686528,True
theory_resolution_contextual_v1-08c62ee19db2bfd4,bandit,model_discrimination,discriminating,0.31249999999999994,0.82,"[""disengage"", ""continue"", ""disengage""]","[-1, -1, -1]",negative,0.563,"[""continue"", ""disengage"", ""continue""]","[1, 1, 1]",positive,same_environment,A,critical-bandit-00000171,0.8,medium,Circuit families are distinguished by audited reward-frequency bands.,"[""A1"", ""B"", ""A2""]",0.36507393025741286,-0.7198809376077189,0.2792777567983042,0.002764018142711317,1.0658104003357927,0.00110371744335262,-1.0630463821930813,True
theory_resolution_contextual_v1-0d5e6379d2358ad0,bandit,model_discrimination,coverage,-0.4375000000000001,0.1,"[""continue"", ""disengage"", ""continue""]","[1, 1, 1]",positive,0.311,"[""disengage"", ""continue"", ""disengage""]","[-1, -1, -1]",negative,same_environment,A,critical-bandit-00000000,0.6,low,The blue circuit uses a high-volatility generator and the amber circuit a low-volatility generator.,"[""A1"", ""B"", ""A2""]",-1.957767664012364,-1.2169754516007716,-1.9106669329971888,2.3112137702416096,0.6075819796482266,2.170220812476344,1.7036317905933829,True
theory_resolution_contextual_v1-105c4f23b1f1a735,foraging,model_discrimination,discriminating,-0.06250000000000001,0.893,"[""continue"", ""disengage"", ""continue""]","[-1, -1, -1]",negative,0.148,"[""continue"", ""continue"", ""continue""]","[1, 1, 1]",positive,same_environment,A,critical-foraging-00003745,0.95,high,Wet-season loam replenishes after harvest while dry-season gravel depletes.,"[""A1"", ""B"", ""A2""]",-0.8274118724731905,-1.5522654766347994,-0.8473218549552304,0.5850901726504424,2.2194011753729113,0.6159453440153687,-1.6343110027224688,True
theory_resolution_contextual_v1-124be88c529d9845,foraging,model_discrimination,discriminating,3.1875,0.86,"[""continue"", ""continue"", ""continue""]","[1, 1, 1]",positive,0.577,"[""continue"", ""disengage"", ""continue""]","[1, -1, 0]",mixed,same_environment,A,critical-foraging-00000670,0.95,high,Soil signatures identify independently tracked renewal processes.,"[""A1"", ""B"", ""A2""]",1.3634094415094875,1.663543897025261,1.2864028170221,3.3273063655742297,2.3224422037939534,3.614170499126507,1.0048641617802763,True
theory_resolution_contextual_v1-13c23e50277f367d,bandit,model_discrimination,discriminating,2.0625,0.226,"[""disengage"", ""continue"", ""disengage""]","[-1, -1, -1]",negative,0.475,"[""continue"", ""disengage"", ""continue""]","[1, 1, 1]",positive,same_environment,novel_C,critical-bandit-00001692,0.95,high,The blue circuit uses a high-volatility generator and the amber circuit a low-volatility generator.,"[""A1"", ""B"", ""A2""]",2.70112473456746,2.0583179581947064,2.6209487898368264,0.40784155160135854,1.748947366122318e-05,0.31186505087021593,0.40782406212769734,True
