condition_id,paired_condition_id,episode_id,task_family,step,terminated,p_continue,p_disengage,persistence_logit,top_token_is_action,p_action_mass_raw,response_mapping,prompt_hash,model,model_revision
llama_order_calibration_v1-018d885767834ec1-m0,llama_order_calibration_v1-018d885767834ec1,llama_order_calibration_v1-018d885767834ec1-m0,waiting,0,True,0.9669140216112959,0.03308597838870413,3.375,True,0.9999923706054688,"{""continue"": ""A"", ""disengage"": ""B""}",08de7deaf7d336ce1dd64c8519be76223b5d4b5f9a466ccce55b37664bbf9470,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_order_calibration_v1-018d885767834ec1-m1,llama_order_calibration_v1-018d885767834ec1,llama_order_calibration_v1-018d885767834ec1-m1,waiting,0,True,0.7981867777396212,0.20181322226037882,1.3750000000000002,True,0.9999427795410156,"{""continue"": ""B"", ""disengage"": ""A""}",9b8d372fdfcad4eefb993271e4427e32a84655ea5ca3c5c3e3df8c91eb65eb44,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_order_calibration_v1-0396ad67ad2d09d9-m0,llama_order_calibration_v1-0396ad67ad2d09d9,llama_order_calibration_v1-0396ad67ad2d09d9-m0,debugging,0,True,0.7310585786300049,0.2689414213699951,1.0,True,0.999969482421875,"{""continue"": ""A"", ""disengage"": ""B""}",d251d94f521ff59f2c716e8029d6272a261e4549f55ae5f3c5efbe709d488157,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_order_calibration_v1-0396ad67ad2d09d9-m1,llama_order_calibration_v1-0396ad67ad2d09d9,llama_order_calibration_v1-0396ad67ad2d09d9-m1,debugging,0,True,0.37754066879814546,0.6224593312018546,-0.5,True,0.9999333024024963,"{""continue"": ""B"", ""disengage"": ""A""}",fa98c6e9d75ac53ffbfd9dde8ea4187d05fd7b64352219f2956130e3c73876d6,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_order_calibration_v1-04792ecdb40fd831-m0,llama_order_calibration_v1-04792ecdb40fd831,llama_order_calibration_v1-04792ecdb40fd831-m0,solvability,0,True,0.9324533088603709,0.0675466911396291,2.625,True,0.9999923706054688,"{""continue"": ""A"", ""disengage"": ""B""}",29b66d24104b6fbf17e670a3661511e471c0750b66bd886c1b343310b14f3059,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_order_calibration_v1-04792ecdb40fd831-m1,llama_order_calibration_v1-04792ecdb40fd831,llama_order_calibration_v1-04792ecdb40fd831-m1,solvability,0,True,0.2689414213699951,0.7310585786300049,-1.0000000000000002,True,0.9999885559082031,"{""continue"": ""B"", ""disengage"": ""A""}",22e3154da3c1f26647aef2b8c263fb977cd66a41ce9177a6cdbeb7f7009a8607,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_order_calibration_v1-04bd9dc7e316d229-m0,llama_order_calibration_v1-04bd9dc7e316d229,llama_order_calibration_v1-04bd9dc7e316d229-m0,information_sampling,0,True,0.9706877692486436,0.029312230751356316,3.5,True,0.9999809265136719,"{""continue"": ""A"", ""disengage"": ""B""}",a7668059303c0dd471eb0c9d75b8620346812021bbe649dd82b9e9123d3876cb,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_order_calibration_v1-04bd9dc7e316d229-m1,llama_order_calibration_v1-04bd9dc7e316d229,llama_order_calibration_v1-04bd9dc7e316d229-m1,information_sampling,0,True,0.5926665999540698,0.40733340004593027,0.37499999999999994,True,0.9999714493751526,"{""continue"": ""B"", ""disengage"": ""A""}",eebf324ae6c21d5324948f57021c77afbadd76a0b4aab2e29a87812b7f969262,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_order_calibration_v1-0b18897be2db024f-m0,llama_order_calibration_v1-0b18897be2db024f,llama_order_calibration_v1-0b18897be2db024f-m0,effort,0,True,0.997199073032879,0.0028009269671209736,5.875,True,1.0,"{""continue"": ""A"", ""disengage"": ""B""}",8978bbd351ca1597b8f86a9ecf38bf16b3c9f24eb70a4bedb95820e6defabb9b,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_order_calibration_v1-0b18897be2db024f-m1,llama_order_calibration_v1-0b18897be2db024f,llama_order_calibration_v1-0b18897be2db024f-m1,effort,0,True,0.9770226300899744,0.02297736991002561,3.75,True,0.9999866485595703,"{""continue"": ""B"", ""disengage"": ""A""}",06edacd502d063ee53fd3fab85b75a483836c3ff2bc04c8eb0b72609582b3288,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
