condition_id,paired_condition_id,episode_id,task_family,step,terminated,p_continue,p_disengage,persistence_logit,top_token_is_action,p_action_mass_raw,response_mapping,prompt_hash,model,model_revision
llama_order_calibration_v1-018d885767834ec1-m0,llama_order_calibration_v1-018d885767834ec1,llama_order_calibration_v1-018d885767834ec1-m0,waiting,0,True,0.13296424019782926,0.8670357598021707,-1.875,True,0.9991172552108765,"{""continue"": ""X"", ""disengage"": ""Y""}",69f8d8b63e7768f2f9f4b73c14d41f4a606164fddc133f4cd52c423171fb2870,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_order_calibration_v1-018d885767834ec1-m1,llama_order_calibration_v1-018d885767834ec1,llama_order_calibration_v1-018d885767834ec1-m1,waiting,0,True,0.009708476481474066,0.9902915235185259,-4.625,True,0.9999294877052307,"{""continue"": ""Y"", ""disengage"": ""X""}",ea7f6df505582c633f22ce8f2c6397351d4b9b4664e57b8d0f7f1ea70ac465be,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_order_calibration_v1-0396ad67ad2d09d9-m0,llama_order_calibration_v1-0396ad67ad2d09d9,llama_order_calibration_v1-0396ad67ad2d09d9-m0,debugging,0,True,0.07585818002124356,0.9241418199787566,-2.5,True,0.9999408721923828,"{""continue"": ""X"", ""disengage"": ""Y""}",3e89a45eab292a44443741bf778b5d73395cc3ba1e1909e1a94103e8b49bfa0d,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_order_calibration_v1-0396ad67ad2d09d9-m1,llama_order_calibration_v1-0396ad67ad2d09d9,llama_order_calibration_v1-0396ad67ad2d09d9-m1,debugging,0,True,0.005220125693558397,0.9947798743064417,-5.25,True,1.0,"{""continue"": ""Y"", ""disengage"": ""X""}",1d9f9e68edb02c901df4a7e164b1b5be5d2669d790d8ac31f5fef01f1d6ad7d5,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_order_calibration_v1-04792ecdb40fd831-m0,llama_order_calibration_v1-04792ecdb40fd831,llama_order_calibration_v1-04792ecdb40fd831-m0,solvability,0,True,0.6513548646660542,0.34864513533394575,0.625,True,0.9999580383300781,"{""continue"": ""X"", ""disengage"": ""Y""}",5784f9b68ceed133ae3974478ae0b44393037dea257e124fb14fe318045a49cc,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_order_calibration_v1-04792ecdb40fd831-m1,llama_order_calibration_v1-04792ecdb40fd831,llama_order_calibration_v1-04792ecdb40fd831-m1,solvability,0,True,0.1480471980316895,0.8519528019683106,-1.7499999999999998,True,0.9999752640724182,"{""continue"": ""Y"", ""disengage"": ""X""}",70cd29341b8b60e76430d5b83c0f06891e67101cfa629f40ab82f07e0acd5358,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_order_calibration_v1-04bd9dc7e316d229-m0,llama_order_calibration_v1-04bd9dc7e316d229,llama_order_calibration_v1-04bd9dc7e316d229-m0,information_sampling,0,True,0.7772998611746912,0.22270013882530887,1.25,True,0.9997959733009338,"{""continue"": ""X"", ""disengage"": ""Y""}",0497ab354d8c13b1dfc18be2452e5a3f5fc72d9811fe83d83462ff315e437064,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_order_calibration_v1-04bd9dc7e316d229-m1,llama_order_calibration_v1-04bd9dc7e316d229,llama_order_calibration_v1-04bd9dc7e316d229-m1,information_sampling,0,True,0.20181322226037882,0.7981867777396212,-1.375,True,0.999733030796051,"{""continue"": ""Y"", ""disengage"": ""X""}",5b7186a3324b84722ae3b6a016afa3267a615d589c9cb6051ad9787039d4b09a,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_order_calibration_v1-0b18897be2db024f-m0,llama_order_calibration_v1-0b18897be2db024f,llama_order_calibration_v1-0b18897be2db024f-m0,effort,0,True,0.9241418199787566,0.07585818002124356,2.5,True,0.9999885559082031,"{""continue"": ""X"", ""disengage"": ""Y""}",d2a8e0aad9c18bd93331a714218dff7b8f04b61e3a4dc7cd8fd820a4d4391b70,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
llama_order_calibration_v1-0b18897be2db024f-m1,llama_order_calibration_v1-0b18897be2db024f,llama_order_calibration_v1-0b18897be2db024f-m1,effort,0,True,0.40733340004593027,0.5926665999540698,-0.37499999999999994,True,0.9999714493751526,"{""continue"": ""Y"", ""disengage"": ""X""}",bc73ce14d9224fab5f8a0b524f8a1651e81138a8529edad914f34ca0340e83b1,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659
